time,kaplan_meier,weibull,lognormal,loglogistic
0.0,1.0,1.0,1.0,1.0
3.1731361753939367,1.0,0.9999999987588954,1.0,0.9999999999933382
6.346272350787873,1.0,0.9999999779881125,1.0,0.9999999997333536
9.51940852618181,1.0,0.9999998816448817,1.0,0.9999999976919391
12.692544701575747,1.0,0.9999996096033231,1.0,0.9999999893271513
15.865680876969684,1.0,0.9999990147520668,1.0,0.9999999649958048
19.03881705236362,1.0,0.9999979008884371,1.0,0.9999999076170469
22.211953227757558,1.0,0.9999960210393418,0.9999999999999999,0.9999997901344798
25.385089403151493,1.0,0.9999930760551397,0.9999999999999981,0.9999995728063343
28.55822557854543,1.0,0.9999887133955336,0.9999999999999726,0.9999992003442641
31.731361753939368,1.0,0.9999825260592322,0.9999999999997299,0.9999985989161194
34.9044979293333,0.9993421052631579,0.9999740516262702,0.9999999999980208,0.9999976730247304
38.07763410472724,0.9993421052631579,0.9999627713918499,0.9999999999885757,0.9999963022724618
41.25077028012117,0.9993421052631579,0.9999481095768035,0.9999999999457635,0.9999943380196978
44.423906455515116,0.9993421052631579,0.9999294326039234,0.999999999781116,0.9999915999442546
47.59704263090905,0.9993421052631579,0.9999060484322816,0.9999999992295932,0.9999878725078641
50.77017880630299,0.9993421052631579,0.9998772059437521,0.9999999975867324,0.9999829013352565
53.94331498169692,0.9993421052631579,0.9998420943775055,0.9999999931619454,0.9999763895109256
57.11645115709086,0.9993421052631579,0.9997998428094558,0.9999999822397291,0.9999679937983751
60.2895873324848,0.9993421052631579,0.999749519674592,0.9999999572544234,0.9999573207864735
63.462723507878735,0.9993421052631579,0.9996901323309088,0.9999999037947715,0.9999439229674968
66.63585968327267,0.9993421052631579,0.9996206266642954,0.9999997959745999,0.9999272947514867
69.8089958586666,0.9993421052631579,0.9995398867342953,0.9999995896493401,0.9999068684217006
72.98213203406054,0.9993421052631579,0.9994467344611191,0.9999992129376911,0.999882010036174
76.15526820945448,0.9993421052631579,0.9993399293547195,0.9999985535329596,0.9998520152807523
79.32840438484841,0.9986842105263152,0.9992181682871032,0.9999974423642205,0.9998161052793838
82.50154056024235,0.9986842105263152,0.9990800853093992,0.9999956332925397,0.9997734223679934
85.6746767356363,0.9986842105263152,0.998924251515507,0.9999927786958722,0.9997230258388836
88.84781291103023,0.9986842105263152,0.9987491749544403,0.9999884009971857,0.9996638876633398
92.02094908642417,0.9973684210526315,0.9985533005937385,0.9999818604100519,0.999594888200947
95.1940852618181,0.9967105263157889,0.9983350103365805,0.9999723193990911,0.999514811905069
98.36722143721204,0.9967105263157889,0.998092623095456,0.9999587045640189,0.9994223430349889
101.54035761260597,0.9967105263157889,0.9978243949254834,0.9999396668418506,0.9993160613863751
104.71349378799991,0.9960526315789469,0.9975285192206653,0.9999135410707919,0.9991944380530157
107.88662996339384,0.9960526315789469,0.997203126976577,0.9998783060633303,0.9990558312341666
111.05976613878778,0.9953947368421049,0.9968462871231677,0.9998315463903796,0.9988984821033702
114.23290231418171,0.9953947368421049,0.9964560069315382,0.9997704170816932,0.9987205107562421
117.40603848957565,0.994078947368421,0.9960302324987214,0.9996916124019536,0.9985199122564838
120.5791746649696,0.9927631578947369,0.9955668493146547,0.9995913397713516,0.998294552801246
123.75231084036353,0.9927631578947369,0.9950636829156814,0.999465299770437,0.9980421660289628
126.92544701575747,0.9921052631578947,0.9945184996290515,0.9993086730093103,0.9977603494948745
130.0985831911514,0.9914473684210526,0.9939290074130213,0.9991161144592693,0.9974465613416522
133.27171936654534,0.9901315789473679,0.9932928567972663,0.998881755649474,0.9970981171948374
136.4448555419393,0.9901315789473679,0.9926076419284191,0.9985992149303772,0.9967121873151774
139.6179917173332,0.988815789473684,0.991870901725633,0.9982616158072447,0.996285794042381
142.79112789272716,0.9868421052631576,0.9910801211511489,0.9978616131577756,0.9958158095673041
145.96426406812108,0.9828947368421052,0.9902327326008956,0.9973914269731989,0.9952989540720886
149.13740024351503,0.9815789473684204,0.9893261174201976,0.9968428831066816,0.99473179428029
152.31053641890895,0.9809210526315782,0.9883576075496903,0.9962074603795589,0.9941107424615162
155.4836725943029,0.9789473684210521,0.9873244873065433,0.9954763432868297,0.9934320559375162
158.65680876969682,0.9763157894736839,0.9862239953060845,0.9946404794594352,0.9926918371389797
161.82994494509077,0.9743421052631579,0.9850533265288736,0.9936906409820682,0.9918860342644782
165.0030811204847,0.9736842105263154,0.9838096345382256,0.9926174886307936,0.9910104425949554
168.17621729587864,0.9717105263157895,0.9824900338530935,0.9914116380831438,0.9900607065189044
171.3493534712726,0.9703947368421046,0.98109160248112,0.9900637271625975,0.9890323223247873
174.52248964666651,0.9690789473684208,0.9796113846165307,0.9885644832071303,0.9879206418183036
177.69562582206046,0.9664473684210522,0.9780463935073802,0.9869047896952925,0.986720876822718
180.86876199745438,0.9651315789473679,0.9763936144964748,0.9850757513203451,0.9854281046205567
184.04189817284833,0.9631578947368417,0.974650008240071,0.9830687567707035,0.9840372743944773
187.21503434824226,0.9592105263157894,0.972812514108198,0.9808755385507021,0.9825432147239574
190.3881705236362,0.9565789473684208,0.9708780537701639,0.9784882292570213,0.9809406421925213
193.56130669903013,0.9526315789473678,0.9688435349684865,0.9758994138107552,0.979224171157474
196.73444287442408,0.9493421052631579,0.9667058554841279,0.9731021772309569,0.9773883247304369
199.907579049818,0.9467105263157892,0.9644619072955227,0.9700901476207979,0.9754275470123205
203.08071522521195,0.9427631578947367,0.9621085809334512,0.9668575341206116,0.9733362166206262
206.2538514006059,0.938815789473684,0.9596427700333386,0.9633991596617871,0.9711086615401023
209.42698757599982,0.9375000000000001,0.957061376086049,0.9597104884306534,0.9687391753197105
212.60012375139377,0.9335526315789471,0.9543613133876852,0.9557876480213064,0.9662220346295459
215.7732599267877,0.9282894736842107,0.9515395141883115,0.9516274463202054,0.9635515181807774
